39999031	116.52438
30002532	43.73695
30004701	260.995
30002981	474.39
30003646	641.25
30003002	1677.48
30003649	2890
30007192	1317.5
30002989	2378.67
30007858	1275.65
30008142	421
30003000	2066.41
30002991	255
30008173	684.98
30006465	326.12
30003020	397.6
30003813	1167.64
30005146	1371.44
30007097	523.814
30007008	1832.99
30002990	382.5
30002962	765
30003006	1105
30005483	1249.059
30005002	83.273
30006719	100.111
30001483	60.851
30007348	502.29
30004646	1506.87
30005139	382.12
30006671	705.31
30003018	428.72
30007662	1519.044
30008728	1398.874
30008083	360.655
30007169	2139.75
30006774	369.34912
30008666	976.02229
30008775	6712.48294
30008699	128.533
30008347	9751.82414
30008774	5244.23494
30003818	271.33
30008624	2602.603
30008654	855.647
30007897	3950.33936
30008444	5831.31614
30008348	1298.97748
30002978	3060
30002979	959.79
30002985	2400.37
30002141	107.6874
30000547	88.9015
30000414	72.162
30006535	47.9898
30000077	1213.32412
